id,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,Y
3952,130000,2,2,1,37,1,-2,-1,-1,-1,-1,0,0,306,3670,1473,5555,0,306,3670,1473,5555,1473,0
3953,50000,1,2,2,22,-1,2,2,2,0,0,19875,19273,21133,19121,19663,20235,0,2500,0,1000,1050,600,1
3954,50000,1,2,1,35,0,0,2,2,0,0,5219,7633,8562,8276,8638,8851,2500,1200,0,500,500,500,1
3955,70000,2,3,2,29,0,-1,-1,2,0,0,20064,24336,25510,24726,25377,24818,24336,3010,0,875,600,1000,0
3956,260000,2,2,1,40,1,-1,-1,-2,-2,-2,0,342,0,0,0,0,342,0,0,0,0,0,0
3957,150000,2,2,1,37,0,0,0,0,0,0,119398,97435,98481,98101,97178,97249,3459,4913,3929,2390,3052,6300,0
3958,20000,2,2,1,24,1,2,3,2,0,0,19242,21821,21197,20400,20000,20000,3200,0,0,0,0,0,1
3959,270000,2,2,1,41,-1,2,-1,0,-1,-1,832,416,832,416,566,416,0,832,0,566,416,416,0
3960,120000,1,1,2,24,2,-1,0,0,-2,-1,1330,2103,2473,1162,0,3443,2103,1170,1162,0,3443,0,1
3961,500000,2,1,2,36,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
3962,200000,1,1,2,33,-1,-1,-2,-1,-1,-2,3557,-60,-60,1740,0,0,0,0,1800,0,0,0,0
3963,240000,2,1,2,26,1,-1,-1,-2,-1,-1,-11,3919,-23,-23,7859,-2,3930,0,0,7882,0,805,0
3964,30000,2,3,1,46,1,2,2,2,2,2,12289,11806,13268,12758,13549,14673,0,1970,0,1000,1500,0,0
3965,20000,1,3,2,27,0,0,-2,-2,-2,-2,36908,0,0,0,0,0,0,0,0,0,0,0,0
3966,90000,2,2,1,27,0,0,0,0,0,0,73849,70549,49858,43303,29888,24973,2900,2012,1603,1208,1000,707,0
3967,360000,2,1,1,31,-2,-2,-2,-1,0,-1,-5,-5,-5,4232,3189,7511,0,0,4237,16,7548,4105,0
3968,90000,2,2,2,35,2,2,2,2,2,2,89282,91247,68552,67324,39573,28610,6201,0,25000,0,2235,0,0
3969,300000,1,2,2,35,0,0,0,0,0,0,276536,206885,169901,170540,152188,101485,26531,10017,9123,10259,5079,3816,0
3970,100000,2,2,1,42,1,-2,-2,-1,-1,-1,0,0,0,1054,1230,1054,0,0,1054,1230,1054,1054,0
3971,450000,2,1,2,35,-1,-1,-1,-1,-1,-1,7256,812,17563,12483,26081,22985,816,17651,12554,26212,23114,2512,0
3972,80000,1,4,2,28,1,2,0,0,0,0,87377,84962,68301,32106,32776,31832,62,2145,1300,1310,1500,1215,0
3973,180000,1,2,2,28,0,0,0,0,0,0,139097,131157,128342,122345,109228,101428,5699,4300,4023,3785,3684,4000,0
3974,140000,2,1,2,24,0,0,0,0,0,0,25118,18948,16923,12103,11519,11611,2000,2001,401,1000,1000,1000,0
3975,60000,2,2,2,23,0,0,0,0,0,0,63709,64261,50243,15092,12037,10000,2351,1237,422,528,2000,5000,1
3976,180000,2,2,2,28,-1,-1,-1,-1,-1,-1,416,416,416,416,416,832,416,416,416,416,832,0,1
3977,30000,1,2,2,23,0,0,2,2,2,-1,19321,23985,23321,25809,24985,700,5320,0,3316,0,700,0,1
3978,50000,1,2,2,32,0,0,0,0,0,0,49292,48536,41045,41532,18646,19183,2661,3030,2124,646,828,1097,0
3979,360000,2,1,1,31,1,-1,-1,0,-1,-1,-1,180,14418,8625,516,0,181,14418,0,516,0,1235,0
3980,80000,1,2,1,43,1,2,0,0,0,0,77871,71898,72926,73745,75675,75999,1261,3214,3000,3500,2266,3000,0
3981,150000,2,3,1,28,0,0,0,0,0,-2,3558,4725,2980,3234,0,0,2000,1000,2234,0,0,0,0
3982,340000,1,2,1,35,1,-2,-2,-2,-2,-2,-6,-6,-6,-6,-6,-6,0,0,0,0,0,0,0
3983,20000,1,2,2,24,0,0,0,0,4,3,5212,6462,7846,10715,10406,9953,1500,1500,3000,0,0,0,1
3984,20000,1,1,2,22,0,0,0,0,0,0,23538,22780,23623,19600,20100,0,3000,1400,2500,500,0,0,0
3985,50000,2,2,1,29,0,0,0,0,0,0,49895,48434,47827,28935,28224,27547,1867,1521,1419,969,997,952,1
3986,20000,2,1,2,21,0,0,0,0,0,-1,17471,14129,13937,9429,1393,2055,1400,3500,1567,162,2055,0,0
3987,80000,2,2,2,34,0,0,0,2,2,2,25935,27210,28783,30003,29385,31401,2000,2338,2000,0,2500,0,0
3988,240000,2,2,1,42,1,2,0,0,-1,-1,15100,14557,24893,14782,2381,2381,0,14782,0,2381,2381,0,0
3989,50000,2,2,2,27,2,2,2,2,0,0,19410,22085,23435,22765,22990,23369,3000,2000,0,900,900,1006,1
3990,400000,1,1,2,30,0,0,0,0,0,0,162540,155319,171087,172732,156830,139816,10000,32000,18000,5000,4000,10000,0
3991,30000,1,3,1,64,2,2,2,0,0,0,13594,14078,14547,15304,16056,20196,1000,1000,1000,1000,4600,0,1
3992,300000,1,1,2,33,0,-1,-1,-1,-1,-1,34339,962,4215,2579,970,2656,962,4247,2595,970,2672,978,0
3993,310000,1,4,1,46,-1,-1,-1,-1,-1,-1,15431,10414,21209,91238,18293,14332,10414,21229,91254,18293,14332,15785,0
3994,250000,2,1,2,36,-2,-2,-2,-1,-1,-1,2200,0,0,124832,7984,1500,0,0,124832,7984,1500,12674,0
3995,70000,1,1,1,44,1,2,2,2,0,0,14960,11080,12695,11482,8896,10074,0,3116,0,1000,2000,0,1
3996,280000,2,3,2,38,-1,-1,-1,-1,0,0,6491,-1277,8413,19825,22085,12316,4041,16830,19862,12098,19,7428,0
3997,490000,1,1,2,44,-1,-1,-1,-1,-1,-1,2920,4040,3649,8343,6641,5779,4060,3659,8357,6660,5796,4736,0
3998,320000,2,1,1,50,-1,-1,-1,-1,-2,-2,885,2116,11481,0,0,0,2116,11481,0,0,0,240,0
3999,50000,1,3,2,40,0,0,0,0,2,2,55397,55877,57335,59595,55949,51225,2000,2356,3494,2000,0,1725,0
4000,270000,1,2,1,48,2,2,2,0,0,0,53624,67736,63082,73568,77642,73452,15018,0,20000,5000,10000,0,1
4001,20000,1,3,3,57,1,2,0,0,0,0,20442,20141,19888,20318,20364,20134,1200,1300,1000,1000,1000,1000,0
4002,360000,1,2,2,33,0,0,-1,-1,0,0,60219,45680,30878,66017,83049,16775,22694,36063,67000,36545,0,0,0
4003,30000,2,2,2,31,1,2,0,0,2,3,27254,26531,27857,29685,31260,30468,0,1772,2600,2200,0,0,1
4004,140000,1,1,2,35,0,0,0,0,0,0,10339,18276,25852,14390,13728,2905,10006,10048,5008,2018,2005,1005,0
4005,280000,2,1,1,36,0,0,0,0,0,0,58983,60788,63225,29701,30172,30771,2755,3463,1300,1100,1100,2000,0
4006,20000,2,2,2,41,0,0,0,0,0,0,13723,14266,13305,14925,13925,9745,1500,2000,3000,4000,2000,0,0
4007,320000,2,2,2,36,-2,-2,-2,-2,-2,-2,29862,33785,4900,15813,0,0,5000,4905,15873,0,0,21657,1
4008,340000,2,1,1,46,0,0,0,0,0,0,94915,92955,89689,81996,83439,71239,3224,4000,3504,4349,3000,3098,0
4009,130000,1,1,2,42,-1,-1,-1,-1,-1,-1,836,836,836,836,836,836,836,836,836,836,836,836,0
4010,500000,2,2,1,30,-2,-2,-2,-2,-2,-2,344,5757,1820,2308,807,4966,5757,1820,2308,807,4966,3240,0
4011,150000,1,4,3,27,-1,-1,0,0,-2,-2,3462,1147,7002,0,0,0,1147,6000,0,0,0,0,0
4012,210000,2,3,2,46,1,2,0,0,-1,-1,5816,5579,20079,17309,2310,241,13,17309,0,2310,241,4000,1
4013,360000,2,2,2,29,0,0,0,0,0,0,58653,56329,55957,52392,61700,42975,5886,4054,8412,15096,1208,3000,0
4014,250000,2,1,1,43,-1,-1,-1,0,0,-1,17454,-50,45297,17371,11481,5922,24890,48394,0,5461,15000,6000,0
4015,10000,1,3,2,24,0,-1,-1,0,0,0,9285,273,8327,9379,9566,9766,273,8327,1200,342,354,438,0
4016,160000,1,2,2,26,-2,-2,-2,-2,-2,-2,3720,396,396,396,396,1353,396,396,396,396,1353,2423,0
4017,200000,2,3,1,34,0,0,0,0,0,0,198482,182115,154994,153386,144067,110946,5014,4699,7543,3970,3146,6941,0
4018,160000,1,2,2,34,2,2,2,2,2,2,73820,72341,76917,75370,81943,80203,0,5500,0,7500,0,2000,1
4019,250000,1,1,1,39,-1,-1,-2,-1,-1,-1,1852,0,0,2576,20552,0,0,0,2576,20739,0,2231,0
4020,240000,1,1,2,29,0,-1,-1,-1,-1,-1,13980,9969,1276,0,8621,0,9969,1276,0,8621,0,1300,0
4021,80000,2,2,1,47,2,0,0,0,0,0,80019,81145,79171,63448,46989,47867,3111,3667,3063,2000,2000,2428,1
4022,20000,2,2,2,31,0,0,-1,-1,-1,-2,5526,5561,2935,5909,0,0,1032,2938,6039,0,0,0,0
4023,320000,2,1,2,28,-1,-1,-2,-1,-1,-2,11684,1127,1943,13312,-5,-5,1135,1952,13375,5,0,0,0
4024,50000,2,1,2,29,-1,-1,-1,0,-1,-1,2459,2471,6015,5625,3056,2439,2471,6015,0,3056,2439,3026,1
4025,120000,2,2,2,25,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,997,1
4026,370000,2,1,1,53,-1,-1,-1,-1,-1,0,21160,8153,12094,30751,30131,9630,8162,12294,30751,30131,0,0,0
4027,110000,2,2,1,28,0,0,0,0,0,0,41799,43152,44625,45579,46843,48062,2027,2500,2000,2000,2000,1600,0
4028,360000,2,2,2,28,3,2,2,-2,-2,-2,2500,2500,0,0,0,0,0,0,0,0,0,0,1
4029,60000,1,2,2,24,0,0,0,0,0,0,47757,26340,16532,15782,17782,9450,1468,2000,0,2000,0,0,0
4030,400000,2,1,1,35,-2,-2,-2,-2,-2,-1,10043,17883,9322,15693,5588,10161,18057,9368,15771,5616,10173,10077,0
4031,170000,1,1,1,38,-1,-1,-1,-1,-1,-1,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,2599,0
4032,20000,2,2,2,52,0,0,0,0,0,0,18652,18506,18849,19917,19087,19588,1300,1500,1500,500,1380,385,0
4033,520000,1,2,1,34,-1,-1,-1,-1,-1,-1,10000,10000,10000,10317,10000,126247,10000,10000,10317,10000,126247,4666,0
4034,360000,2,1,1,52,-2,-2,-2,-2,-2,-2,6658,2598,1138,6730,3595,2915,2610,1240,6763,3613,2930,47183,0
4035,20000,1,2,2,29,0,0,0,0,0,0,13229,14237,15580,16304,17059,18056,1233,1576,1300,1000,1400,0,1
4036,340000,1,1,1,34,-1,-1,-1,-1,2,0,332,332,332,142202,139245,116431,332,332,142402,6,20032,3022,1
4037,100000,1,2,2,40,0,0,0,0,0,0,86208,173340,36562,37298,39687,40044,3595,3218,1345,3000,1275,440,0
4038,110000,2,1,2,29,0,0,0,0,0,0,48123,49537,50422,50990,52014,53206,2500,2500,2000,2000,2057,2500,0
4039,120000,2,2,2,24,0,0,0,0,0,0,69725,66918,65838,61527,59620,60767,3008,2319,2151,2200,2300,2100,0
4040,20000,2,2,2,24,0,0,0,0,0,0,2004,3193,4050,4129,4367,4613,1211,1068,147,304,467,0,1
4041,290000,2,2,1,37,-1,0,0,0,0,0,1428,2741,4029,5451,6357,7246,1500,1500,1500,1000,1000,1000,1
4042,50000,2,2,1,49,-1,-1,-1,-1,-1,-1,12515,9115,1198,198,1198,11198,9115,1198,198,1198,11198,29358,1
4043,50000,2,2,1,41,0,0,-1,0,0,0,10400,0,23425,19040,19624,20152,0,23425,1500,900,993,1100,0
4044,50000,2,3,2,37,1,3,2,0,0,0,52626,51537,49205,30394,30249,29957,0,24,1500,1000,1201,30592,1
4045,200000,2,2,1,32,-2,-2,-2,-2,-2,-2,899,-1,-1,228,1374,380,0,0,229,1380,381,3880,0
4046,400000,1,3,1,42,0,0,0,0,0,0,95014,97074,98274,84698,58612,55610,5000,3532,4005,1482,1452,3000,1
4047,60000,2,2,1,40,2,2,2,2,0,0,42922,45617,46549,32902,30677,31318,3700,2000,0,1059,1096,1114,1
4048,50000,2,2,2,48,0,0,0,0,0,0,50099,17402,19111,20784,23428,25040,1291,2000,2000,3000,2000,2000,0
4049,90000,2,1,2,28,2,3,2,0,0,2,88627,86357,84131,85225,90347,85725,0,0,3400,6500,0,3301,1
4050,60000,2,2,1,46,0,0,0,0,0,0,21148,23803,24908,26034,26655,27756,3000,1500,1500,1000,1500,1500,0
4051,50000,2,1,2,22,0,0,0,0,0,0,49086,48614,44211,27415,26630,8551,2047,1539,633,634,433,25586,0
4052,360000,2,1,2,29,1,-2,-1,0,0,-1,0,0,70010,71610,73610,317,0,70010,2000,2000,317,11892,0
4053,150000,2,2,2,32,0,0,0,0,0,0,32428,32136,28151,27697,18981,6155,2000,1650,1500,1004,500,1000,0
4054,50000,2,3,1,31,0,0,0,0,0,0,50734,43406,44333,44577,44501,11614,1700,2016,1600,2100,1000,47000,0
4055,50000,1,1,2,27,0,0,0,2,2,0,35215,36227,37876,39984,39041,40110,1600,2234,3042,0,1700,2000,0
4056,50000,1,2,1,51,0,0,0,0,0,0,49613,49326,47010,20661,14528,15544,3036,6000,1000,2000,2500,3000,0
4057,30000,2,3,2,42,0,0,0,0,0,0,26012,27175,27822,28481,28265,28852,2000,1577,1626,800,814,629,1
4058,20000,1,2,2,37,-1,-1,0,0,0,0,830,17597,17840,16342,16428,18167,17597,1332,1134,1000,2000,0,0
4059,100000,2,2,2,44,2,2,2,2,2,2,105373,107001,108350,107457,105598,105751,5700,5400,3700,4000,3600,4500,1
4060,230000,1,3,1,39,0,0,0,0,-1,-1,53672,75305,56484,38363,4867,2736,25000,5000,5000,4867,2736,0,0
4061,310000,1,1,1,40,-2,-2,-2,-2,-2,-2,-150,-150,-150,-150,-150,-150,0,0,0,0,0,0,0
4062,240000,2,2,1,50,-2,-2,-2,-2,-2,-2,664,1086,7041,12208,790,2009,1086,7041,12208,1109,2009,1077,0
4063,90000,1,2,1,50,0,0,0,0,0,0,85241,86576,86914,28698,29722,29400,3600,2196,1027,1486,588,352,0
4064,20000,2,2,2,21,0,0,0,0,0,0,19382,20040,17850,13560,11748,10632,1318,1499,1099,333,2000,2000,0
4065,150000,2,2,1,38,-2,-2,-2,-2,-2,-2,6829,6460,17154,2729,32550,8509,6719,27654,2729,32550,11467,6943,0
4066,150000,2,2,1,32,-2,-2,-2,-2,-2,-2,0,0,0,3564,0,0,0,0,3564,0,0,0,0
4067,180000,1,1,2,32,0,0,0,0,0,0,85040,77213,68131,62704,60133,59335,2937,2226,2271,2108,3012,1933,0
4068,300000,2,2,1,33,-1,-1,-1,-1,-2,-1,1326,0,256,0,0,126,0,256,0,0,126,0,0
4069,220000,2,1,2,29,0,0,0,0,0,0,206879,211037,215139,218513,131660,134346,9100,9000,7887,4800,4900,6000,1
4070,20000,2,3,2,52,0,0,0,0,0,2,18603,15208,16153,18175,19876,19419,1555,1500,2300,2000,0,1000,0
4071,100000,1,1,2,26,-1,-1,-1,-1,-1,-1,1872,4490,4056,10782,3187,18515,4503,4066,10900,3196,18543,3215,0
4072,50000,1,1,2,34,0,0,0,0,0,0,20613,28018,22744,18484,16378,13352,10000,10000,1500,3000,2803,5000,0
4073,160000,1,2,2,29,0,0,0,0,0,0,163982,161499,154469,121367,119910,117993,6150,5540,4205,4300,4500,4300,0
4074,50000,1,1,2,27,0,0,0,0,0,0,14614,15622,16342,17653,17697,18068,1558,1278,1589,633,656,783,0
4075,50000,2,1,1,40,-2,-2,-2,-2,-2,-2,0,1470,0,0,591,426,1470,0,0,591,426,595,0
4076,250000,1,3,1,50,0,0,0,0,0,2,254893,258013,263493,268861,274444,290235,9316,9637,9765,10021,20300,10023,0
4077,360000,1,1,2,49,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
4078,500000,2,1,2,35,0,0,0,0,0,0,12590,13598,14650,15559,14861,15173,1225,1277,1186,478,496,509,0
4079,30000,2,3,2,55,-2,-2,-2,-1,-1,-2,-330,340,-220,780,0,0,500,0,1000,0,0,0,0
4080,250000,2,1,1,43,-1,-1,2,-1,-1,-1,1041,6854,3774,4508,2916,4969,6854,0,4508,2916,4969,0,0
4081,230000,2,1,1,31,-1,-1,-2,-1,-1,-1,623,0,0,1100,0,1383,0,0,1100,0,1383,905,0
4082,160000,2,1,1,33,-1,-1,-1,-1,0,0,7429,7165,1849,4715,799,0,8000,2000,4755,0,0,0,0
4083,350000,1,1,1,38,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
4084,60000,1,2,2,29,2,2,2,2,2,2,35932,35060,38176,38452,39423,38660,0,4000,1200,1900,0,2900,1
4085,50000,2,3,1,37,2,0,0,0,0,0,38527,39609,40352,41183,42221,42935,2000,1700,1500,1700,1568,7400,1
4086,200000,2,1,2,31,-1,2,2,-2,-2,-2,450,450,0,0,0,0,0,0,0,0,0,0,0
4087,310000,2,2,1,49,-2,-2,-2,-2,-2,-2,13465,7867,7600,11185,3544,464,7875,7600,11185,3544,464,0,0
4088,50000,1,2,1,49,0,0,0,0,0,-1,48481,48526,50056,49735,14240,890,2313,2313,2082,677,890,14441,1
4089,360000,1,2,1,46,1,-2,-2,-2,-2,-2,5800,0,0,0,0,0,0,0,0,0,0,76873,0
4090,60000,2,1,2,32,1,2,0,0,0,2,17992,17405,18619,19636,20326,21534,0,1500,1328,1018,1687,778,1
4091,10000,1,2,2,47,2,0,0,0,0,0,8640,9043,9489,9237,9422,9619,1145,1136,1144,329,340,418,1
4092,70000,2,3,1,50,-2,-2,-1,0,0,0,27345,-1041,17571,17920,18296,18659,1041,18862,640,663,666,690,0
4093,60000,2,2,3,64,2,0,0,0,0,0,24541,25838,27022,28357,28992,24505,2000,2000,2000,1000,1000,2000,1
4094,70000,1,2,2,30,1,2,2,0,0,2,65802,67369,65701,66782,36137,36894,3200,0,3000,3000,1500,0,1
4095,450000,2,2,2,29,0,0,0,0,0,0,371724,359672,56033,31126,18345,12836,10000,1500,2109,5000,1000,3020,0
4096,320000,1,2,2,28,0,-1,-1,2,0,0,5799,70891,76755,74838,72402,71847,70891,7001,21,3012,3015,2713,0
4097,20000,1,1,2,38,0,0,0,0,0,0,15255,16507,16842,15151,16741,20540,5006,4015,2006,7137,18000,202,1
4098,360000,2,2,2,45,-2,-1,2,2,-2,-2,0,2500,2500,0,0,0,2500,0,0,0,0,0,0
4099,360000,2,1,1,32,-1,-1,-2,-2,-2,-2,2500,0,0,0,0,0,0,0,0,0,0,0,0
4100,220000,2,2,2,30,0,0,0,0,0,2,152514,150742,142633,137337,144570,140881,7149,8000,5000,10800,0,5600,0
4101,200000,2,2,1,30,1,-2,-1,0,0,0,26223,-137,73284,65428,65820,2859,0,73421,1309,392,2859,1250,0
4102,50000,2,1,2,26,0,0,0,0,0,0,48150,47684,47528,48525,45790,46764,1797,2113,2500,1742,1817,2000,0
4103,60000,1,1,2,31,2,2,2,2,2,2,60705,62352,60745,58828,55606,58551,3200,0,4580,0,4727,0,1
4104,50000,2,2,2,43,-1,0,0,0,0,0,26342,27457,27381,17930,18128,18490,1547,1251,1200,600,627,759,0
4105,70000,2,3,1,31,0,0,0,2,2,0,9633,11462,14259,15525,14772,15380,2000,3000,2000,0,1000,1000,0
4106,70000,2,2,1,32,3,3,4,4,5,6,31507,33699,35839,37954,39787,41601,3000,3000,3000,3000,3000,0,1
4107,610000,1,2,1,30,0,0,0,0,0,0,50724,8723,6245,7089,8059,8666,2134,1210,2000,2000,1666,1500,0
4108,220000,1,2,1,32,0,-1,-1,-1,-1,-1,8000,8288,8000,0,8000,0,8288,8000,0,8000,0,0,0
4109,20000,1,2,2,24,2,0,0,0,0,0,16794,17496,18981,19608,19600,20000,1288,1773,1400,392,400,0,0
4110,50000,1,3,1,51,0,0,0,0,0,0,47877,48519,46538,45465,18654,19042,2516,2106,2048,783,806,652,0
4111,100000,2,1,2,31,1,-2,-1,-1,0,0,0,-740,740,1480,1480,740,0,2220,1480,740,0,2931,0
4112,30000,2,2,1,26,0,0,0,0,0,2,29072,29276,30204,28501,29687,29497,1600,1500,1000,4000,1900,0,0
4113,60000,1,2,2,30,0,0,0,0,0,0,39264,41622,42627,43914,45053,46303,3000,2000,2000,2000,2000,2000,0
4114,80000,2,2,2,43,0,0,0,0,0,0,72987,72055,70730,68487,57304,41345,2561,2745,2100,1684,4000,3000,0
4115,230000,1,2,2,31,0,0,0,0,0,0,100074,107085,115039,117144,117429,117560,9000,10000,6000,3405,3000,1286,0
4116,340000,2,2,1,36,0,0,0,0,0,0,167474,155293,134467,129891,113919,106675,7106,4435,4091,3548,4535,4127,0
4117,310000,1,1,2,29,2,0,0,0,0,0,45153,36123,26113,22661,20351,16639,2904,1500,1000,2000,1000,2000,1
4118,210000,2,1,2,27,-1,-1,-1,-1,-1,-2,4426,0,1349,10368,0,0,0,1349,10368,0,0,0,0
4119,360000,1,2,1,65,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
4120,30000,2,2,2,25,0,0,0,0,0,0,28494,28139,27480,26960,27215,27977,1750,1804,1800,1000,1200,1500,1
4121,500000,2,2,2,48,0,0,0,0,0,0,185627,182655,180782,194893,93416,94255,8000,9387,20000,3525,3338,3450,0
4122,70000,2,2,2,22,0,0,2,0,0,0,31377,31420,30940,24765,25942,27073,6000,1125,1300,3000,2500,1200,0
4123,180000,2,2,1,39,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,289,1
4124,240000,2,1,2,34,0,0,0,0,0,0,14038,25558,26526,28082,29695,31223,12000,1500,1800,1860,1800,2000,0
4125,460000,2,3,1,57,-2,-2,-2,-2,-2,-2,7516,23485,7398,6143,9634,9581,23524,7409,12286,9634,9581,38354,0
4126,20000,1,2,2,26,-1,-1,-1,-1,-2,-1,1438,1261,451,-810,-420,1320,1261,451,0,780,2130,0,0
4127,170000,2,2,1,34,0,0,0,0,0,0,166851,107434,99487,49017,48812,0,5000,5000,3000,3000,0,1219,0
4128,160000,2,2,1,38,0,0,0,-1,-1,-1,73902,119408,134243,12670,6349,10775,50000,20000,30037,6349,11000,4000,0
4129,240000,2,1,1,41,-1,0,0,0,0,0,10839,16665,13039,9439,11378,13046,10000,3500,0,5000,5000,5000,0
4130,200000,1,1,2,40,0,0,0,0,0,0,66052,68994,70825,73902,74943,76996,3800,3300,4000,2600,3000,3000,0
4131,150000,1,1,2,41,-1,-1,-1,-1,-1,2,1464,2084,384,0,2344,822,2091,384,0,2344,0,472,1
4132,30000,2,2,2,49,2,2,2,2,2,2,17667,18577,17991,20182,19560,21241,1500,0,2500,0,2000,0,1
4133,20000,1,1,2,25,0,0,0,0,0,0,26694,10298,9768,8798,9404,6864,1200,2000,2000,1000,1000,1000,0
4134,70000,2,1,2,36,0,0,0,0,0,0,75021,71101,73831,46898,48686,47171,2893,4231,8000,2500,1675,2000,0
4135,50000,1,3,2,58,2,0,0,0,0,0,7831,7556,7312,6959,5813,3985,1123,1140,1048,163,135,151,0
4136,50000,1,1,2,29,-1,0,0,2,0,0,20258,22932,22265,23896,26514,28073,3000,0,2000,3000,2000,1500,0
4137,230000,2,2,2,35,-1,-1,2,-1,-1,-1,30300,1689,409,1333,168,140,1689,0,1333,168,140,0,0
4138,10000,2,2,2,33,-2,-1,0,0,2,2,-216,2784,5723,8607,8336,10209,3000,3000,3000,0,2000,0,0
4139,190000,2,2,1,37,0,0,2,2,2,2,105679,115049,117856,119570,116284,123528,11000,6000,5000,0,9000,4000,0
4140,320000,2,2,2,35,0,0,0,0,0,0,98697,100572,103621,103720,100136,102167,3891,5240,3616,3770,4264,3345,0
4141,260000,2,1,2,39,-1,-1,2,-1,-1,-1,1550,978,588,390,390,540,978,0,390,390,540,390,0
4142,180000,2,2,2,44,0,0,0,0,0,0,23611,24651,25631,23609,24529,25095,1436,1416,2150,1500,1000,1000,0
4143,20000,2,1,2,23,1,2,0,0,-1,0,6081,3408,4016,3282,1814,2232,0,1000,100,1814,1000,0,1
4144,40000,2,2,2,24,1,2,0,0,2,2,36890,36023,36993,38427,39875,39272,0,1989,2423,2000,0,1000,1
4145,230000,1,1,1,45,0,0,0,0,0,0,26071,27937,28774,29202,29683,30277,2200,2000,1100,1000,980,1012,0
4146,150000,1,2,1,30,1,2,-1,-1,0,0,40496,3880,1377,4007,7742,11376,1000,5000,5960,5000,5000,1000,0
4147,50000,1,2,3,37,0,0,0,0,0,-1,50239,49642,48381,44113,8522,17948,1799,2060,1014,170,17948,188,0
4148,50000,2,3,1,43,2,2,2,2,2,2,44865,46760,47390,44520,45310,44430,2923,1700,0,3500,0,2000,1
4149,160000,1,2,2,43,0,0,-2,-2,-2,-2,8460,0,0,0,0,0,0,0,0,0,0,0,0
4150,80000,2,1,2,24,-1,-1,-1,-1,-1,-1,329,49,317,827,390,120,500,320,900,400,120,400,0
4151,180000,1,1,2,27,-2,-1,2,2,-2,-2,11392,14688,14040,13440,13440,13080,3500,0,0,0,0,0,1
4152,180000,2,1,2,33,1,-1,-1,-1,-2,-1,0,4163,7683,0,0,9500,4163,7683,200,0,9500,0,0
4153,520000,2,2,2,42,0,0,0,0,0,0,437492,405442,381086,353074,330171,324386,14710,14200,12300,11200,11200,11200,0
4154,180000,1,1,1,48,0,0,0,0,0,0,64788,66092,65236,65912,66523,67020,3000,2370,3000,3000,2588,2500,0
4155,160000,2,2,2,25,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
4156,100000,1,2,1,43,1,-2,-2,-2,-1,0,0,0,0,0,551,551,0,0,0,551,0,0,0
4157,100000,2,1,2,29,1,2,0,-1,0,0,3788,1263,2394,2839,32934,31056,0,2000,3000,31000,2000,5000,0
4158,150000,2,2,2,27,0,0,0,0,0,0,143596,147891,147248,139846,142808,150770,6241,5000,4400,4500,9600,0,0
4159,240000,2,2,1,39,-2,-2,-2,-2,-2,-2,11958,0,0,0,0,0,0,0,0,0,0,0,0
4160,160000,2,1,2,34,0,0,0,0,0,0,43729,43535,40799,41255,31766,32570,2045,1809,1265,1154,1333,1313,0
4161,300000,2,1,2,28,-2,-2,-2,-2,-2,-2,936,0,744,2826,0,18525,0,744,3000,0,18525,3078,0
4162,500000,2,1,1,36,0,0,0,-1,-1,-1,64266,47971,25581,15406,6196,45045,26000,11725,15406,6903,45045,10000,0
4163,120000,2,1,2,24,-2,-2,-1,-1,0,0,14709,8158,3529,11050,15811,14774,9326,3538,11050,5313,516,6202,0
4164,250000,2,2,2,24,-1,-1,-1,0,0,-1,956,1339,2617,1817,975,1141,1339,2617,0,0,1141,1720,1
4165,50000,1,2,1,45,0,0,0,0,0,0,49573,49417,49085,33156,19344,18930,2245,1652,1497,10580,685,704,0
4166,180000,1,2,2,31,0,0,0,2,0,0,28566,32876,39120,38339,42679,46953,5000,7000,0,5000,5000,5000,0
4167,260000,2,2,2,40,0,0,0,0,0,0,120108,107696,103745,90818,92640,94338,4224,3650,5000,3640,3500,3500,0
4168,220000,2,3,2,32,0,0,0,0,0,0,209259,192365,184198,171391,178742,164793,7000,15000,6000,10000,10000,7000,0
4169,230000,2,2,2,24,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
4170,30000,2,3,2,24,-1,-1,-1,-1,-1,-1,4882,14630,6323,2870,1485,3926,14630,6485,2870,1485,3926,0,0
4171,30000,2,1,2,27,0,0,0,0,0,0,26951,27726,28561,18030,11467,12681,2000,1682,1500,1000,1408,800,0
4172,200000,1,1,1,44,-2,-2,-2,-2,-2,-2,1640,0,0,0,0,0,0,0,0,0,0,0,0
